,id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer
243077,370495,Schoolhouse Rock! (Special 30th Anniversary Edition),10.0,1,Released,2002-08-27,,283.0,,,en,Schoolhouse Rock! (Special 30th Anniversary Edition),"Schoolhouse Rock!, the timeless collection of animated songs that taught an entire generation that """"knowledge is power"""" is on DVD for in this Ultimate Collector's Edition 2-disc set. Now every day can feel like Saturday morning as you sing along with """"I'm Just A Bill,"""" """"Three Is A Magic Number,"""" """"Interjections!"""" and the rest of your favorite tunes. Featuring an additional catchy animated song by the original series' creators, the 30th Anniversary Edition DVD rocks your house.",1.491,,"Animation, Family, Music, Comedy",Buena Vista Home Entertainment,United States of America,English,"Jack Sheldon, Blossom Dearie, Darrel Stern, Bob Dorough",Tom Warburton,,Bob Dorough,,
243204,370653,Incredible Creatures That Defy Evolution I,7.0,2,Released,2000-01-01,,50.0,,tt2710416,en,Incredible Creatures That Defy Evolution I,"The Incredible Creatures That Defy Evolution Series enters the fascinating world of animals to reveal sophisticated and complex designs that shake the traditional foundations of evolutionary theory.  This series features Dr. Jobe Martin, who for the past 20 years, has been exploring evolution vs. creation. His findings have been fascinating students around the world as he lectures on these remarkable animal designs that cannot be explained by traditional evolution.  Dr. Martin himself was a traditional evolutionist, but his medical and scientific training would go through an evolution, rather a revolution when he began to study animals that challenged the scientific assumptions of his education. This was the beginning of the evolution of a creationist.",0.6,,Documentary,Exploration Films,United States of America,English,"Jobe Martin, David Hames",,,,,
243295,370769,Why Evolution Is Stupid!,6.0,1,Released,2001-12-01,,0.0,,tt3528124,en,Why Evolution Is Stupid!,"Creation Science Evangelism teaching on video. Dr. Kent Hovind, and his son Eric Hovind reach thousands of people every week with the gospel of Jesus Christ via the creation message. With his extensive studies in science, Dr. Hovind has participated in many popular debates with prominent evolutionists. Dr. Hovind is also known for his 17-hour award-winning seminar series. Including topics such as the Age of the Earth, and the so-called """"Cavemen""""! Many things are covered in great detail in this series, such as Carbon Dating, DNA, Whale evolution, horse evolution, and the human body!",0.871,,Documentary,Creation Science Evangelism,,,Dr. Kent Hovind,,,,,
243328,370813,Idiot,5.5,12,Released,2002-08-22,,134.0,,tt1606248,te,ఇడియట్,"Chanti, a young man, is rescued by Suchitra when he is beaten by thugs. He falls in love with her and tries to woo her, but she does not reciprocate his feelings.",3.215,O Chanti gadi Prema Katha,"Romance, Action, Comedy",Vaishno Academy,India,తెలుగు,"Prudhviraj, Junior Relangi, Narsing Yadav, Kota Srinivasa Rao, Sairam Shankar, Rakshita, Ali Basha, Srinivasa Reddy, M. S. Narayana, Kaikala Satyanarayana, Giri Babu, Ravi Teja, Prakash Raj, Jeeva",Puri Jagannadh,,Puri Jagannadh,Puri Jagannadh,
243605,371157,Happy Holidays: The Best of the Andy Williams Christmas Specials,5.5,1,Released,2001-12-01,,0.0,,tt0398094,en,Happy Holidays: The Best of the Andy Williams Christmas Specials,"A look back at the Andy Williams Christmas specials over the years. Includes clips from the yearly Christmas specials and interviews with Donny Osmond, Bobby Williams, and Andy Williams himself.",1.045,,,,,English,"Donny Osmond, Andy Williams",,,,,
243641,371205,Kleiner Mann sucht großes Herz,5.0,1,Released,2001-04-03,,0.0,,tt0280841,de,Kleiner Mann sucht großes Herz,,1.4,,Drama,,Germany,,"Dietrich Adam, Bettina Zimmermann, Ute Mora, Mark Keller, Johannes Rapp, Johanna-Christine Gehlen, Willi Herren, Jan Sosniok, Christian Goebel, Ulrike Frank",Heidi Kranz,,,,
243643,371207,"Our Time, Our Story",6.0,4,Released,2002-10-25,,113.0,,tt5974990,zh,白鴿計劃：台灣新電影二十年,"Richly illustrated with film clips and interviews, OUR TIME, OUR STORY tells the still-evolving story of the Taiwanese ""new wave,"" from its rise in the early 1980s, as the island was democratizing after decades under martial law, through growing international recognition and domestic debate in the 1990s. Spearheaded in its early years by such filmmakers as Edward Yang, Ko I-cheng, Hou Hsiao-hsien and Wan Jen, the movement revitalized Taiwan cinema through low-budget experiments that emphasized personal stories, political reflection and stylistic invention. Said filmmakers, writers and actors like Wu Nien-jen and Sylvia Chang, even ""second wave"" directors Tsai Ming-liang and Lin Cheng-sheng provide fond reminiscences and retrospective insights in this compelling account of one of the most distinctive national cinemas of the last quarter-century.",2.206,,Documentary,,Taiwan,普通话,"Ko I-Chen, Hou Hsiao-hsien, Sylvia Chang, Tsai Ming-liang, Chang Yi",Hsiao Chu-chen,,,,
243649,371213,Flesh Freaks,5.0,2,Released,2000-10-12,,79.0,,tt0363614,en,Flesh Freaks,"Worm-like parasites infest the dead, returning them to gruesome half-life as rotting, bloodthirsty zombies. Freed from their jungle hell by a secret research expedition, the creatures soon find their way to modern civilization where they begin their deadly mission to transform the human race into an unstoppable army of the undead. Will the succeed in their gory quest? Will the human race be completely wiped out? Can anyone survive the blood-soaked onslaught of the FLESH FREAKS?",1.4,"Released from their jungle hell, they come for the flesh of the living!",Horror,,,,,Conall Pendergast,,,,
243736,371316,Thomas & Friends: Salty's Secret & other thomas adventures,10.0,1,Released,2002-09-24,,0.0,,,en,Thomas & Friends: Salty's Secret & other thomas adventures,"PEEP! PEEP! Do you want to know a secret? Salty the Diesel engine has a secret and all the other engines on Sodor want to know what it is. Join Thomas and Mavis as they meet Salty and discover the secret that Bill and Ben are still trying to figure out. Welcome Harvey and watch as he proves that, even though he may look different, he's a Really Useful Engine, and share in the reunion of Sir Topham Hatt and old friend, Elizabeth the Vintage Quarry Truck.",0.6,,,,,,,,,,,
243767,371355,Newenas weite Reise,5.0,1,Released,2001-11-08,,0.0,,tt0300262,de,Newenas weite Reise,,1.053,,Family,,Germany,,"Max Herbrechter, Victoria Borislavova Borisova, Dieter Pfaff, Peter Franke",Nenad Djapic,,,Ottokar Runze,
243769,371357,Strangers,5.5,3,Released,2001-09-19,,90.0,,tt0295393,de,Die Liebe meines Lebens,"In a bomb explosion in a parking garage, the architect's wife Anna is buried together with the writer Robert. The two seriously injured people are scarcely recovered from the rubble. When Anna falls in love with the charming Robert during a subsequent stay in a rehab clinic, she has to make a heavy heart decision between him and her family. """"The love of my life"""" is a sensitive love melodrama with Aglaia Szyszkowitz, Hannes Jaenicke and Jan Gregor Kremp.",0.6,,"Drama, Drama, Romance, TV Movie","ARD, SamFilm",Germany,Deutsch,"Fabian Meier, Peter Franke, Elfriede Irrall, Kurt Glockzin, Max Stolletz, Ines Witt, Jan-Gregor Kremp, Hans Kremer, Hannes Jaenicke, Aglaia Szyszkowitz, Nicola Thomas",Niki Stein,,"Thomas Rose, Silke Zertz",,
244005,371654,Walt Disney Treasures - Mickey Mouse in Living Color,8.4,7,Released,2001-12-04,,217.0,,tt0356885,en,Walt Disney Treasures - Mickey Mouse in Living Color,"A collection of twenty-six animated shorts in color starring Mickey Mouse, released between 1935 and 1938.  Cartoons: The Band Concert, Mickey's Garden, Mickey's Fire Brigade, Pluto's Judgement Day, On Ice, Mickey's Polo Team, Orphan's Picnic, Mickey's Grand Opera, Thru the Mirror, Mickey's Rival, Moving Day, Alpine Climbers, Mickey's Circus, Mickey's Elephant, The Worm Turns, Magician Mickey, Moose Hunters, Mickey's Amateurs, Hawaiian Holiday, Clock Cleaners, Lonesome Ghosts, Boat Builders, Mickey's Trailer, The Whalers, Mickey's Parrot, Brave Little Tailor.",1.394,1935 - 1938,"Family, Animation",Walt Disney Productions,United States of America,"English, Español",,,,,,
244223,371904,Figures of Speech,7.0,1,Released,2000-01-02,,27.0,,tt0332051,en,Figures of Speech,In 1999 we got a contract from ITVS to make a series of animated short documentaries in the vein of Snack and Drink.  The twelve segments of Figures of Speech feature subjects interviewed in Austin and on the road between there and San Francisco.,1.168,,,,,English,,Bob Sabiston,,,,
244400,372132,Cloud Nine,10.0,1,Released,2001-01-01,,15.0,,,en,Cloud Nine,"A quirky comedy, romance.",1.241,,Comedy,,,,"Jessica Golden, Evan Richards",Nicole Bettauer,,Evan Richards,Lisa Schahet,
244415,372150,Woman X,10.0,1,Released,2002-03-02,,15.0,,,en,Woman X,A young English banker has a curious encounter with a young homeless woman.,0.775,,"Drama, Mystery, Thriller",NW3 Films,United Kingdom,,"Lizzie Hopley, David Stead, John Lightbody, Sean Harrington, Simon Wilson, Melissa Lloyd, Mark Wakeling",Evan Richards,,Evan Richards,Ronni Bloch,
244485,372239,Now Pay Attention 007: A Tribute to Actor Desmond Llewelyn,5.6,5,Released,2000-01-22,,49.0,,tt0879840,en,Now Pay Attention 007: A Tribute to Actor Desmond Llewelyn,,0.86,,"Documentary, TV Movie","Andy Brice Productions, Harlech Television (HTV), Channel 4 Television",United Kingdom,English,"Pierce Brosnan, Simon Crane, John Cleese, Bruce Feirstein, Michael Apted, Chris Corbould",Richard Mervyn,,,,
244500,372263,Hing sees,5.5,2,Released,2002-02-28,,18.0,,tt0382080,et,Hing sees,"A little boy and his big dream - toy soldiers with souls, who would close their eyes, when dying.",0.6,,Animation,Nukufilm,Estonia,,,Riho Unt,,Riho Unt,,
244632,372431,Smallpox 2002: Silent Weapon,6.8,4,Released,2002-02-05,,120.0,,tt0320482,en,Smallpox 2002: Silent Weapon,A docu-drama that reports on a (fictitious) attack made by terrorist using the disease of small pox to attack the world. Starting in New York the attack is ruthlessly carried out by one man travelling around the city infecting people as he goes. Using hindsight and video diaries the film looks back on the global impact of a silent attack that affected the world.,2.137,It's all true. It just hasn't happened yet.,"Documentary, Drama",,,Deutsch,"Brian Cox, Bolen High, Sterling K. Brown, Leigh Zimmerman, Nadia Cameron-Blakey, Tara Hugo, John Hug",,,,,
244764,372591,Christabel,5.7,3,Released,2001-06-12,,74.0,,tt2050474,en,Christabel,Christabel is an abstract interpretation of Samuel Taylor Coleridge’s unfinished Gothic poem about female possession. Adhering to the poem’s structure the film is presented in four parts – Two digital video half hour segments and then two short 16mm conclusions. The contemporary relevance of the poem’s symbols and themes is underlined using performance combined with heavy image and sound layering.,1.018,,Documentary,Fantasma Inc.,United States of America,English,"Kiersten DeBrower, Cherise Silvestri",James Fotopoulos,,,,
244781,372623,The Best of Borat,7.2,16,Released,2001-01-18,,25.0,,tt0274367,en,The Best of Borat,"Series of reports from Borat Karabzhanov, the Kazakhstani TV journalist, a character featuring in DA ALI G SHOW, as he travels in Britain looking at British culture and customs, including visits to Henley Regatta, Saville Row and a tea party, and looking at aspects such as fox hunting. Made up of footage taken from DA ALI G SHOW plus new footage and links comparing life in Britain and Kazakhstan",2.565,,"TV Movie, Comedy",Talkback,United Kingdom,English,Sacha Baron Cohen,James Bobin,,Sacha Baron Cohen,,
245313,373320,Budget Padmanabhan,5.8,2,Released,2000-09-08,,153.0,,tt8929736,ta,பட்ஜெட் பத்மநாபன்,"Padmanabhan has earned the nickname Budget as he is a miser. However, he struggles to save his father's house from money lenders as his wife is a spendthrift and never lets him save enough.",2.324,,"Family, Comedy",K.R.G. Movies International,India,தமிழ்,"Manivannan, Kovai Sarala, Prabhu, Karan, Santhana Bharathi, Vivek, Omakuchi Narasimhan, Nizhalgal Ravi, Mumtaj, Ramya Krishnan",T. P. Gajendran,K. B. Ahmed,Arunachalam,K. R. Ganghadaran,S A Rajkumar
245443,373494,Przedwiośnie,5.2,6,Released,2001-03-02,,139.0,,tt0272263,pl,Przedwiośnie,"Polish-born Russian subject Cezary Baryka comes of age during a tumultous period of ten years from 1914 to 1924, during which he witnesses revolution, rebirth of Poland, war with the Soviets and communist plots.",1.946,,"Drama, History","Agencja Produkcji Filmowej, Canal+, TVP, Apple Film Production, Message Film, Kredyt Bank PBI S.A.","France, Poland",Polski,"Jan Nowicki, Wojciech Duryasz, Daniel Olbrychski, Piotr Rybak, Maciej Damięcki, Robert Gonera, Janusz Gajos, Mariusz Jakus, Bogusław Sar, Borys Szyc, Tofik Gusieynov, Julia Krawczuk, Karolina Gruszka, Roman Szyc, Elnur Gusyeynov, Alicja Jachiewicz, Emil Wesolowsky, Krystyna Lubienska, Violetta Arlak, Monika Nogaj, Kaja Śródka, Waldemar Gawlik, Adam Hanuszkiewicz, Urszula Grabowska, Mateusz Damięcki, Renata Kossobudzka, Asiel Avylova, Krystyna Janda, Igor Salamov, Rafał Rutowicz, Aleksandr Karpienko, Henryk Rajfer, Ewa Dałkowska, Stanisław Banasiuk, Janusz Rymkiewicz, Mirosława Marcheluk, Grzegorz Kulikowski, Aleksandr Belyavskiy, Andrzej Chyra, Katarzyna Łaniewska, Monika Szoszka, Barbara Szeliga, Katarzyna Raduszyńska, Marcin Dorociński, Zbigniew Moskal, Rauf Şahsuvarov , Leon Niemczyk, Ewa Dąbrowska, Marek Frąckowiak, Krzysztof Globisz, Waldemar Kotas, Orif Ibragimov, Maciej Stuhr, Agata Walinowicz, Jakub Przebindowski, Piotr Gąsowski, Agata Kulesza, Piotr Sierecki, Teresa Szmigielówna, Maciej Szary, Marta Zięba, Małgorzata Lewińska, Andrzej Dąbrowski, Wojciech Siemion, Stefan Szmidt, Danuta Szaflarska, Alina Swidowska, Robert Żołędziewski, Marcin Lamprecht, Nidgad Kazimov, Zygmunt Bielawski, Mikhail Kabanov, Marek Węglarski, Lech Dyblik, Joanna Przybyłowska, Edward Kusztal, Rafig Aliyev, Ramil Azimov, Konstanty Ciciszwili, Ksawery Bajon, Tadeusz Szymków, Monika Jeremicz, Elżbieta Jarosik, Emil Tahirov",Filip Bajon,Bartosz Prokopowicz,Filip Bajon,Dariusz Jabłoński,
245445,373497,Élie Kakou au Dôme de Marseille,8.0,1,Released,2002-01-29,,79.0,,tt8400804,fr,Élie Kakou au Dôme de Marseille,"For his last show in Marseille, the city where he grew up, Elie Kakou brought together all the characters in his repertoire. From the unavoidable Granny Sarfati, at odds with her husband and daughter Fortunée, to Mongola, the former """"Clodette"""", the comedian invited to a journey in his so particular universe, revisiting in no particular order the classics of the children's literature, the masterpieces of the French song and even the verses of the great Molière. A varied program, between great successes and new sketches, interspersed with choreography by Kamel Ouali.",0.84,,Comedy,"Kakouphonie, Warner Music France",France,Français,Élie Kakou,"Laurent Brun, Élie Kakou, Serge Khalfon",,"Georges Akouka, Élie Kakou",,
245553,373624,Unruled Paper,6.2,8,Released,2002-02-01,,115.0,,tt0317794,fa,کاغذ بی خط,"Unruled Paper is a 2002 Iranian film directed by Naser Taghva'i, based on an original script by Naser Taghva'i and Minoo Farsh'chi. The film was produced in 2001 by Yekta Film.",1.71,,"Drama, Family, Mystery",Yekta Film,Iran,فارسی,"Niku Kheradmand, Khosro Shakibai, Jamileh Sheikhi, Afarin Obeisi, Hedie Tehrani, Jamshid Mashayekhi",Nasser Taghvai,,"Minoo Farshchi, Nasser Taghvai",,
245639,373746,Sinking into the Moon,8.0,0,Released,2002-10-26,,40.0,,tt1754794,ja,月に沈む,"Minamo is a patient at a mental institute who keeps having the same dream. In the dream, there’s a small lake with a big bright moon shinning over it. Minamo sees herself in a boat on the lake. Her eyes are filled with tears of blood, and the boat is sinking slowly into the lake. The moon becomes red and she hears a voice calling her, Kagari… Kagari…",2.104,,"Drama, Fantasy",Avex,Japan,日本語,"Shigesato Itoi, Teruyuki Kagawa, Ryuji Kasahara, Kumi Nakamura, Ayumi Hamasaki, Yûsuke Iseya",Isao Yukisada,Noboru Shinoda,Isao Yukisada,,
